Name,Unique,Type,Cost,Mission/DilemmaType,Span,Points,Quadrant,Affiliation,Icons,Staff,Keywords,Class,Species,Skills,Integrity/Range,Cunning/Weapons,Strength/Shields,Text
Mortimer Harren Reclusive Genius,Y,Personnel,1,,,,,Federation,[Stf][Voy],,,,Human,2 Astrometrics Physics Science Transporters,6,6,6,"When you play this personnel, he is cost +2 for each planet mission you command. While this personnel is facing a dilemma, you may exclude each corresponding Commander present aboard his or her ship from random selections."
Tal Celes Imprecise Analyst,Y,Personnel,1,,,,,Federation,[Stf][Voy],,,,Bajoran,Anthropology Astrometrics Engineer Exobiology Honor,6,6,6,"When you play this personnel, she is cost +2 for each planet mission you command. While this personnel is facing a dilemma, if your corresponding Commander is present and aboard his or her ship, this personnel is attributes +2."
William Telfer Misguided Hypochondriac,Y,Personnel,1,,,,,Federation,[Stf][Voy],,,,Human,Anthropology Biology Medical Programming Treachery,5,6,6,"When you play this personnel, he is cost +2 for each planet mission you command. While this personnel is facing a dilemma, you may lose 5 points to download an interrupt. You may do this only once each turn."
Kamok,N,Personnel,1,,,,,Klingon,[Stf],,,,Klingon,Geology Security,6,4,7,You may play this personnel aboard your [Kli] ship at a non-[AQ] mission at cost -1.
Kar'meth,N,Personnel,2,,,,,Klingon,[Stf],,,,Klingon,Astrometrics Biology Science Transporters,5,5,7,You may play this personnel aboard your [Kli] ship at a non-[AQ] mission at cost -1.
Nirok,N,Personnel,3,,,,,Klingon,[Cmd],,,,Klingon,Archaeology Exobiology Navigation Physics Security,6,6,8,You may play this personnel aboard your [Kli] ship at a non-[AQ] mission at cost -1.
Feykaab,N,Personnel,2,,,,,Non-Aligned,[Stf],,,,Norcadian,Exobiology Security Treachery,4,5,6,"When you reveal cards from the bottom of your deck for a Tsukatse event, you may reveal an additional card."
Nimira,N,Personnel,2,,,,,Non-Aligned,[Stf],,,,Mari,Anthropology Exobiology Law Medical Security Telepathy,6,6,5,"When you play this personnel, you may reveal an interrupt from hand. If you do not, she is stopped."
Penk Unscrupulous Promoter,Y,Personnel,3,,,,,Non-Aligned,[Cmd],,Commander: Nammoch.,,Norcadian,2 Acquisition Programming Security 2 Treachery,2,8,5,"When you play this personnel, you may download a Tsunkatse card."
Nammoch Travelling Carnival,Y,Ship,6,,,,,Non-Aligned,,[Cmd][Stf][Stf],,Unknown Class,,,8,8,9,"While this ship is staffed and does not have a Damage marker on it, cards your opponents own may not cause your Tsunkatse events to leave play."
Worf Son of Mogh *VP,Y,Personnel,2,,,,,Klingon,[Cmd],,,,Klingon,2 Honor Officer Physics 2 Security,8,5,8,"When you play this personnel, each opponent draws a card."
Historical Curiosity *VP,N,Dilemma,3,S,,,,,,,,,,,,,,"Unless you have Anthropology, Law, and Transporters or Shields>8, randomly select two personnel to be stopped and your opponent draws up to two cards."
Stefan DeSeve Disillusioned Expatriate *VP,Y,Personnel,1,,,,,Romulan,[Stf][TNG],,Dissident.,,Human,Anthropology Diplomacy Security,4,5,6,"While this personnel is present with a {Dissident} or a [Fed][Cmd] personnel, he is attributes +1."
Anachronistic Deviation,N,Dilemma,2,D,,,,,,,Consume: 1.,,,,,,,"If you command a [Pa] ship at this mission, randomly select a non-[Pa] personnel to be killed. If you command a non-[Pa] ship at this mission, randomly select a [Pa] personnel to be killed. This dilemma returns to its owner's dilemma pile."
Dumb Waiter,N,Dilemma,5,D,,,,,,,,,,,,,,"Your opponent reveals one of his or her personnel at this mission. Unless you have the skills on that personnel, your opponent chooses three personnel to be stopped."
Strength of Arms,N,Dilemma,2,P,,,,,,,,,,,,,,"Your opponent places a ship you command at this mission. Unless you have Diplomacy and a unique ship at this mission or Treachery and a ship with Weapons>7 at this mission, your opponent chooses a personnel to be stopped."
Unsound Logic,N,Dilemma,4,D,,,,,,,,,,,,,,"If your opponent commands an {Assassin} at this mission, he or she chooses a personnel to be killed. If he or she returns that Assassin to his or her hand, he or she chooses an additional personnel to be killed."
Emergency Evacuation,Y,Event,2,,,,,,,,,,,,,,,"Plays in your core. While you command more than one ship, destroy this event. Order - Take your personnel aboard your ship and place him or her on this event. Order - Take your personnel from this event and place him or her on your ship."
Miracle Working,N,Event,1,,,,,,,,Recall: 1.,,,,,,,"To play this event, you must command a ship with four or more staffing icons. Draw four cards, then place three cards from hand on the bottom of your deck. Destroy this event."
New Life,Y,Event,1,,,,,,,,,,,,,,,"To play this event, you must command three [TNG] personnel. Plays in your core. When a player attempts a mission with six or more personnel, he or she draws a card. Then, you draw a card."
Pulling Rank,Y,Event,1,,,,,,,,,,,,,,,Plays on your ship with four or more staffing icons. Your {Admiral} and {General} personnel aboard are the corresponding Commanders of this ship.
Relief Efforts,Y,Event,2,,,,,,,,,,,,,,,"Plays in your core. When your personnel on a planet is killed by an opponent's dilemma, you may beam one of your personnel aboard your ship with four or more staffing icons there to the planet (he or she joins the mission attempt). You may do this only once each dilemma."
Resilience,N,Event,0,,,,,,,,,,,,,,,"Plays in your core. While you command exactly one ship, it requires an additional damage card to destroy it."
Suppressed Evidence,N,Event,1,,,,,,,,,,,,,,,"To play this event, you must command three [TNG] personnel. Each player who does not command a completed mission must choose all but two of his or her events to return to their owner's hand. Destroy this event."
War Without End,N,Event,4,,,,,,,,Maneuver. Temporal.,,,,,,,"Plays in your core. Order - Destroy this event to begin an engagement involving your [AU] ship. If each personnel aboard that ship is [AU], it is Weapons +4. If you win, score 10 points."
Zalkonian Storage Capsule,Y,Event,2,,,,,,,,,,,,,,,"Plays in your core. When a card you own causes your opponent to draw a card or reduce a cost, you may examine the top card of your deck. Then you may place the top card of your deck on this event. You may play [TNG] cards on this event as if they were in your hand."
Imperial Entanglements,N,Interrupt,0,,,,,,,,,,,,,,,"To play this interrupt, you must command {Romulus} and no other headquarters missions. When your opponent begins a mission attempt, discard a [Rom] card from hand to download a {D'deridex-class ship} and up to four [Rom] personnel. Place the downloaded ship at that mission and the personnel aboard it. At the end of the mission attempt, shuffle each card you downloaded this way into your deck."
Relative Dimensions,N,Interrupt,0,,,,,,,,Temporal.,,,,,,,"While your [SF] Engineer aboard your ship is facing a dilemma at a space mission, discard a card from hand to add that ship's Shields to his or her attributes until the end of the mission attempt."
Kaleb Sector Covert Rendezvous,Y,Mission,0,S,4,35,A,Any affiliation (except [Bor]) may attempt this mission.,,,,,,"Engineer, Leadership, Navigation, Cunning>34, and a staffed Cloaking Device ship",,,,"When your mission attempt ends here, you may place your {Cloaking Device} ship here on your {Engage Cloak}."
Nelvana III Compelling Threat,Y,Mission,0,P,2,35,A,[Fed][Rom],,,Region: Neutral Zone.,,,"Diplomacy, Intelligence, Security, Treachery, and Cunning>34",,,,"While this mission is complete, increase the attribute requirements of each opponent's mission by the highest Weapons among your staffed ships at that mission."
Romulus Patient Stronghold,Y,Mission,0,H,2,,A,Romulan Headquarters,,,Region: Romulus System.,,,You may play [Rom] cards and equipment at this mission.,,,,"You cannot command another headquarters mission. When you play a {D'deridex-class ship}, it is cost -1. When you are about to move your D'deridex-class ship to an opponent's mission, subtract 3 from the span total required."
Turo,N,Personnel,2,,,,,Cardassian,[Stf],,Glinn.,,Cardassian,Biology Engineer Intelligence Treachery,4,6,5,"While this personnel is aboard your {Keldon-class ship}, the first {Capture} or {Punishment} event you play each turn is cost -1."
Branson,N,Personnel,2,,,,,Federation,[Stf][TNG],,,,Human,Astrometrics Navigation Officer,5,6,5,"While this personnel is aboard your {Sovereign-class ship}, it is attributes +1."
Erik Pressman Stern Authoritarian,Y,Personnel,2,,,,,Federation,[Cmd][E],,Admiral.,,Human,Intelligence Leadership Officer Physics Treachery,4,6,6,"While this personnel is aboard your [TNG] ship, it gains Cloaking Device."
Garvey,N,Personnel,2,,,,,Federation,[Stf][TNG],,,,Human,Anthropology Diplomacy Programming Security,4,6,6,"While each player has four or more cards in hand, this personnel is attributes +1 and gains Intelligence and Officer."
Homn Lurching Valet,Y,Personnel,2,,,,,Federation,[Stf][TNG],,,,Alien,Honor,5,5,7,"When you play this personnel, choose an opponent to draw three cards, then you may draw cards until you have an equal number of cards in hand as that opponent."
Kurn Exchange Officer,Y,Personnel,2,,,,,Federation,[Cmd][TNG],,,,Klingon,Honor Navigation Officer,6,5,7,"While this personnel is facing a dilemma, you may discard a random card from hand to have him gain a skill on a [TNG] personnel in your discard pile until the end of the mission attempt."
Lwaxana Troi Psychic Tutor,Y,Personnel,2,,,,,Federation,[TNG],,,,Betazoid,Anthropology Diplomacy Telepathy,6,6,3,"When you play this personnel, you may download up to two cards. Those cards must be {Common Ground}, {Disadvantage Into Advantage}, or {New Life}."
Martinez,N,Personnel,2,,,,,Federation,[Stf][TNG],,,,Human,Biology Law Medical Programming,5,6,5,"While each player has 40 or more points, this personnel is attributes +1 and gains Diplomacy and Security."
Nog Communications Relay,Y,Personnel,2,,,,,Federation,[Stf][DS9],,Cadet.,,Ferengi,Astrometrics Engineer Officer,6,6,5,"While this personnel is aboard your {Defiant-class ship}, each of your [Stf] personnel present loses [Stf] and gains [Cmd]."
Richardson,N,Personnel,1,,,,,Federation,[Stf][TNG],,,,Human,Archaeology Science Transporters,6,6,5,"While each player commands a completed mission, this personnel is attributes +1 and gains Science."
Spock Maverick Diplomat,Y,Personnel,4,,,,,Federation,[Cmd][TNG],,,,Human/Vulcan,Archaeology 2 Diplomacy Honor Law Science,8,8,6,"When you play this personnel, each player may choose one: download a Diplomacy personnel; remove the bottom card of his or her dilemma pile from the game; or place a personnel from his or her headquarters mission at another mission."
St. John Talbot Embittered Consul,Y,Personnel,3,,,,,Federation,[TOS][Pa][E],,,,Human,Biology Diplomacy Law Programming,2,0,0,Add the cost of the highest cost ship at this mission to this personnel's attributes.
Kayron,N,Personnel,2,,,,,Ferengi,[Stf],,,,Ferengi,Biology Navigation Programming Security,4,6,4,"While this personnel is aboard your {D'Kora-class ship}, the first {Commodity} or {Rule} event you play each turn is cost -1."
Korrd Obsolete Consul,Y,Personnel,3,,,,,Klingon,[Cmd][Pa],,General.,,Klingon,Diplomacy Leadership Navigation Physics,0,0,2,Add the cost of the highest cost ship at this mission to this personnel's attributes.
Kromm,N,Personnel,2,,,,,Klingon,[Stf],,,,Klingon,Navigation Programming Science Security,5,4,7,"While this personnel is aboard your {Vor'cha-class ship}, the first {Assault} or {Maneuver} event you play each turn is cost -1."
Caithlin Dar Innocent Consul,Y,Personnel,3,,,,,Romulan,[Pa],,,,Romulan,Anthropology Diplomacy Exobiology Honor,0,2,0,Add the cost of the highest cost ship at this mission to this personnel's attributes.
Navok,N,Personnel,1,,,,,Romulan,[Stf],,,,Romulan,Astrometrics Security,4,5,5,"While this personnel is facing a dilemma, you may discard a [Rom] card from hand to have him gain a skill from your [Rom] personnel at an opponent's mission until the end of that dilemma. You may do this only once each dilemma."
Rasul,N,Personnel,2,,,,,Romulan,[Stf],,,,Romulan,Anthropology Archaeology Intelligence Programming,4,6,5,"While this personnel is aboard your {D'deridex-class ship}, it is Range +1."
Retaya Chemical Agent,Y,Personnel,3,,,,,Romulan,[Stf],,Assassin.,,Flaxian,2 Biology Intelligence Science 2 Treachery,2,6,5,"When your opponent is about to fail a mission attempt here, you may discard an event from hand to randomly kill a personnel involved."
Stefan DeSeve Disillusioned Expatriate,Y,Personnel,1,,,,,Romulan,[Stf][TNG],,Dissident.,,Human,Anthropology Diplomacy Security,4,5,6,"While this personnel is present with a {Dissident} or a [Fed][Cmd] personnel, he is attributes +1."
Tagus,N,Personnel,2,,,,,Romulan,[Stf],,,,Romulan,Biology Security Treachery,4,5,6,"When your opponent's personnel at this mission is about to gain a skill as a result of paying a cost, prevent that unless he or she discards a card from hand."
Thei Candid Analyst,Y,Personnel,2,,,,,Romulan,[Cmd],,,,Romulan,Officer Science Transporters,5,6,6,"When your opponent is about to choose one or more personnel here for a dilemma you own, randomly select from all eligible personnel instead."
Varel,N,Personnel,2,,,,,Romulan,[Stf],,,,Romulan,Engineer Navigation Physics Science,5,6,5,"When you play this personnel, you may download {Escaping Detection}."
U.S.S. Enterprise-E Royal Refuge,Y,Ship,7,,,,,Borg,,[Stf][Stf][Stf][Stf][Stf],,Sovereign Class,,,9,9,9,"Order - While you command a personnel you do not own aboard this ship and it is staffed, name another non-[Voy] ship. Each player ignores that ship's game text. This effect lasts until this order is executed again."
U.S.S. Defiant Enduring Defender,Y,Ship,7,,,,,Federation,[TNG],[Cmd][Cmd][Cmd][Stf],Cloaking Device.,Defiant Class,,,8,10,10,"This ship requires an additional damage card to destroy it. While this ship is damaged, it is attributes +2."
I.K.S. Negh'Var Imperial Flagship,Y,Ship,7,,,,,Klingon,,[Cmd][Cmd][Stf][Stf][Stf],Cloaking Device.,Negh'Var Class,,,9,11,10,"To staff this ship, you must have a {Chancellor} or a {General} aboard. You may use your card which begins combat to begin one at this mission even if it is at a headquarters mission."
T'Met Timely Reinforcement,Y,Ship,6,,,,,Romulan,,[Cmd][Stf][Stf][Stf],Cloaking Device.,D'deridex Class,,,7,9,9,"When the opponent on your right begins a mission attempt at this mission, if this ship is staffed, you may discard two cards (or an event) from hand to draw three extra dilemmas and spend three extra in total cost on dilemmas."
Entanglement *VP,N,Dilemma,1,D,,,,,,,Consume: 1.,,,,,,,Your opponent may spend three extra in total cost on dilemmas during this mission attempt.
Occupational Hazards *VP,N,Dilemma,3,D,,,,,,,,,,,,,,"Unless you have 2 Acquisition or 2 Treachery, randomly select a personnel to be killed and this dilemma returns to its owner's dilemma pile."
Alien Gambling Device *VP,N,Equipment,5,,,,,,,,,,,,,,,"When a random selection is made at this mission, you may ignore its result and select again. You may do this only once each turn."
Stir Crazy *VP,N,Event,1,,,,,,,,,,,,,,,"Plays in your core. When the player on your right begins a mission attempt, if he or she has already completed a mission of the same type, you may destroy this event to draw three extra dilemmas and spend three extra in total cost on dilemmas."
Reborn *VP,N,Interrupt,0,,,,,,,,,,,,,,,"To play this interrupt, you must command three [Bor] personnel present together at a non-headquarters mission. Order - Lose 5 points to randomly select an opponent's personnel present with those [Bor] personnel and take command of him or her."
Terrasphere 8 Starfleet Command Re-creation *VP,Y,Mission,0,P,2,35,D,Any affiliation (except [Bor]) may attempt this mission.,,,,,,"2 Anthropology, 2 Exobiology, and Cunning>36",,,,"At the start of your turn, if this mission is complete and the opponent on your right has eight or more {Species 8472} dilemmas in his or her core, you win the game."
Seven of Nine Efficient Analyst *VP,Y,Personnel,2,,,,,Federation,[Stf][Voy],,,,Borg,Astrometrics Engineer Programming Science,5,7,6,Order - Examine the top two cards of your deck. Replace those cards in any order. Order - Exchange a card in hand with the top card of your deck.
Worf Defiant Commander *VP,Y,Personnel,4,,,,,Federation,[Cmd][DS9],,Commander: U.S.S. Defiant.,,Klingon,Diplomacy 2 Honor Leadership Officer,8,5,8,Each of your personnel present who has a cost of 4 or more is attributes +1.
Tenak'talar Vanguard of the Occupation *VP,Y,Ship,7,,,,,Dominion,[TN],[Cmd][Stf][Stf],,Warship,,,9,9,9,"This ship is Range +1 for each unique [Car] personnel aboard (limit +3). When your unique Cardassian aboard uses a skill to complete a [Car] mission, if this ship is staffed, score 10 points. You may do this only once each turn."
Haakona *VP,Y,Ship,6,,,,,Romulan,,[Cmd][Stf][Stf][Stf],Cloaking Device.,D'Deridex Class,,,7,9,9,"When you play this ship, you may download {Engage Cloak} or a {Pursuit} card."
Taris Deceitful Subcommander *VP,Y,Personnel,2,,,,,Romulan,[Cmd],,Commander: Haakona.,,Romulan,Archaeology Leadership Medical Officer Transporters,4,5,6,"When you play this personnel, you may examine an opponent's hand."
Alternatives to Fighting,N,Dilemma,3,S,,,,,,,,,,,,,,"Unless you have Navigation and Weapons>7 or this mission is a {Nebula} mission, place your ship at a Nebula mission. If you cannot, all your personnel are stopped and place this dilemma on your ship. Damage - This ship is attributes -2."
Becalmed,N,Dilemma,0,D,,,,,,,,,,,,,,Add the span of this mission to this dilemma's cost. Randomly select three personnel. Each of those personnel with an attribute>6 is stopped.
Brave Words,N,Dilemma,2,D,,,,,,,,,,,,,,"Unless the missions you command have greater total span than the mission your opponent commands, your opponent chooses a personnel to be stopped."
Cornered,N,Dilemma,3,P,,,,,,,,,,,,,,"Unless you have 2 Astrometrics and 2 Navigation or command a completed mission with span 4 or more, randomly select two personnel to be killed."
Dead Weight,N,Dilemma,3,D,,,,,,,,,,,,,,Each of your personnel who does not have a skill required by this mission is stopped.
Accumulated Knowledge,Y,Event,8,,,,,,,,,,,,,,,"When you play this event, it is cost -1 for each dilemma beneath your [SF] missions. Plays in your core. When any number of your [SF] personnel are about to be stopped by a dilemma, you may destroy this event to prevent that."
Chimeric Diversion,N,Event,3,,,,,,,,,,,,,,,"Plays in your core. When the opponent on your right begins a mission attempt, if the number of dilemmas beneath that mission is greater than its span, you may draw one extra dilemma and spend one extra in total cost on dilemmas."
Defiant Reprisal,Y,Event,1,,,,,,,,,,,,,,,"Plays in your core. When your [Maq] personnel is killed by a dilemma, in combat, or in an engagement, you may place that personnel on this event. (You no longer command that personnel.) When your [Maq] personnel is about to be stopped or killed by a dilemma, you may discard a card on this event to prevent that."
Ignored Jurisdiction,N,Event,1,,,,,,,,,,,,,,,"Plays on a non-headquarters Region: Demilitarized Zone mission. All players ignore the mission's game text (except keywords and requirements). When a card an opponent owns causes you to lose command of this event, return it to its owner's hand."
Respect in Diversity,Y,Event,2,,,,,,,,,,,,,,,"Plays in your core. When you complete a mission, you may unstop any number of your stopped [SF] personnel at that mission. They must each be a different species."
Ripple Effect,N,Event,0,,,,,,,,,,,,,,,"To play this event, you must command three [SF] personnel. Plays on your completed mission. You are considered to command another completed mission of this mission's type."
Subspace Rift,Y,Event,3,,,,,,,,,,,,,,,Plays on a non-headquarters mission. This mission is span 4.
Emergency Repairs,N,Interrupt,0,,,,,,,,,,,,,,,"To play this interrupt, you must command a ship at a mission with span 4 or more. Order - Place your personnel on a dilemma aboard that ship. (Remove that dilemma from the game.) Order - Remove a Damage card on that ship from the game. Order - Make that ship Range +4 until the end of this turn."
Perilous Proposal,N,Interrupt,0,,,,,,,,,,,,,,,"While your [Fed] personnel is facing a dilemma at a mission with span 4 or more, replace all levels of any one skill in that dilemma's requirements with 2 Astrometrics."
B'hava'el Prevent Systemic Annihilation,Y,Mission,0,S,2,35,A,[Fed][Kli][Rom],,,Region: Bajor System.,,,"Engineer, Leadership, 2 Security, and Strength>36",,,,"When you play a Paranoia event, if this mission is complete, that event is cost -1."
Betazed Occupy Homeworld,Y,Mission,0,P,2,45,A,[Dom],,,,,,"Leadership, Officer, 3 Security, and Strength>48",,,,"When you attempt this mission, reduce the attribute requirements of this mission by 1 (limit 15) for each opponent's dilemma that has been removed from the game until the end of that mission attempt."
Deep Space Station K-7 Monitor Federation Commerce,Y,Mission,0,S,4,35,A,Any affiliation (except [Fed]) may attempt this mission.,,,,,,"Engineer, Intelligence, Programming, Treachery, and Cunning>34",,,,"When you play an Infiltrator, if this mission is complete, that personnel is cost -1 and you may place him or her on an opponent's planet mission or aboard an opponent's ship."
Farius Prime Approach Criminal Organization,Y,Mission,0,P,2,40,A,[Car][Dom][Fed][Rom],,,,,,"Intelligence, Leadership, Officer, Security, Treachery, and Cunning>38",,,,
Gamma Erandi Chart Nebula,Y,Mission,0,S,4,35,A,Any affiliation may attempt this mission.,,,Nebula.,,,"Exobiology, Navigation, Physics, Transporters, and Cunning>34",,,,"When you begin a mission attempt here, if you command two completed missions, reduce the attribute requirement of this mission by 5 until the end of the mission attempt."
Grid 296 Holographic Training Facility,Y,Mission,0,H,2,,D,Photonic Headquarters,,,,,,"You may play Holograms, equipment, and [NA] ships at this mission.",,,,
Hugora Nebula Border Crossing,Y,Mission,0,S,4,30,A,[Baj][Fed],,,Nebula. Region: Demilitarized Zone.,,,"Astrometrics, Navigation, Security, Treachery, and Cunning>34",,,,This mission is worth 5 more points (limit 20) for each event on it.
Jeraddo Relocate Settlers,Y,Mission,0,P,2,30,A,[Baj],,,Region: Bajor System.,,,"Honor, Leadership, Officer, and Strength>30 or Diplomacy, Law, Treachery, and Cunning>30",,,,
Jupiter Test Experimental Engine,Y,Mission,0,S,2,30,A,[SF],,,Region: Sector 001.,,,"Astrometrics, Leadership, Cunning>32, and an Engineer at your {Earth}",,,,"At the start of each of your turns, if this mission is complete, place the top card of the opponent on your left's dilemma pile beneath this mission."
Kelvas V Steal Breen Armament,Y,Mission,0,S,3,40,A,[Baj][Car][Fed],,,,,,"Anthropology, Honor, Leadership, Security, Integrity>40, and 3 Dissidents",,,,"When you complete this mission, each player discards the top five cards of his or her deck."
Planet 1865-Alpha Preserve Individuality,Y,Mission,0,P,2,30,D,[Bor][NA],,,,,,"Exobiology, Navigation, Security, and Strength>30 or Engineer, Programming, Transporters, and Cunning>30",,,,"When your Drone begins a mission attempt here, he or she is stopped."
Quatal Prime Quiet Mining Colony,Y,Mission,0,H,2,,A,Maquis Headquarters,,,Region: Demilitarized Zone.,,,You may play [Maq] cards and equipment at this mission.,,,,"When you play an event on a mission, if each of your missions is Region: Demilitarized Zone, it is cost -1."
Regula Exact Vengeance,Y,Mission,0,P,2,30,A,[NA],,,,,,"Exobiology, Leadership, Treachery, and Cunning>32",,,,"While this mission is complete, each of your missions with span 4 or more is worth 5 more points."
Terra Nova Reestablish Communications,Y,Mission,0,P,4,35,A,[NA][SF],,,,,,"Astrometrics, Diplomacy, Engineer, Leadership, and Cunning>38",,,,"When you begin a mission attempt here, reduce the attribute requirements of this mission by 1 (limit 10) for each dilemma beneath your missions until the end of the mission attempt."
Teero Anaydis Misguided Vedek,Y,Personnel,2,,,,,Bajoran,[Cmd][Maq],,Vedek.,,Bajoran,Anthropology Intelligence Medical Programming Treachery,3,7,6,
Anthwara Steadfast Elder,Y,Personnel,3,,,,,Federation,[Maq],,,,Human,Anthropology 2 Diplomacy Honor Law Leadership,7,6,3,"When your [Maq] personnel present is about to be killed or placed in an opponent's brig, you may return your event on this mission to its owner's hand to prevent that."
Davidson,N,Personnel,2,,,,,Federation,[Stf][Maq],,Infiltrator.,,Human,Astrometrics Intelligence Programming Security,4,6,5,"While this personnel is at a Region: Demilitarized Zone mission, he cannot be randomly selected by dilemmas."
Kolopak Bound to Tradition,Y,Personnel,3,,,,,Federation,[Stf][Maq],,,,Human,Anthropology Biology Geology Honor Leadership,7,5,6,"While this personnel is facing a dilemma at a mission with an event on it, he may gain a skill from a [Maq] personnel in your discard pile until the end of the mission attempt. You may do this only once each turn."
Michael Eddington Changed Man,Y,Personnel,3,,,,,Federation,[Cmd][Maq],,,,Human,Archaeology Leadership Officer Security,5,6,6,"While this personnel is attempting a mission with an event on it, he cannot be stopped. While this personnel is attempting a Region: Demilitarized Zone mission, he cannot be killed."
Rogers,N,Personnel,2,,,,,Federation,[Stf][Maq],,,,Human,Engineer Honor Officer,4,4,5,This personnel is attributes +1 for each of your Region: Demilitarized Zone missions with an event on it.
Vance Sympathetic Pilot,Y,Personnel,2,,,,,Federation,[Cmd][Maq],,Commander: Fantine.,,Human,Astrometrics Diplomacy Engineer Programming,6,5,6,"When you play this personnel, you may download {Not Easily Taken}."
Khan Noonien Singh Superior Sleeper,Y,Personnel,4,,,,,Non-Aligned,[Cmd][Pa],,Genetically Enhanced.,,Human,Biology Exobiology Leadership Security 2 Treachery,2,8,8,"When you play this personnel, if each of your missions is a planet mission, you may download two cards, then place one of those cards in your discard pile."
Wixiban Old Friend,Y,Personnel,2,,,,,Non-Aligned,[Stf],,,,Talaxian,Astrometrics,5,4,5,"When you play this personnel, name a region. When this personnel attempts a mission in that region, add the span of that mission to his Cunning and he gains one level of each skill in that mission's requirements. These effects last until the end of the mission attempt."
Danica Erickson Well Read,Y,Personnel,4,,,,,Starfleet,[Stf][Pa],,,,Human,Anthropology Astrometrics Biology Programming Science Transporters,6,6,5,"When you play this personnel, choose a [SF] mission you command. This personnel is cost -1 for each dilemma beneath that mission."
Hoshi Sato Damaged Linguist,Y,Personnel,2,,,,,Starfleet,[Stf][Pa],,,,Human,Anthropology Exobiology Geology Programming Science,5,6,5,"When this personnel begins a mission attempt at a Region: Delphic Expanse mission, she may gain a skill from a non-Human present until the end of the mission attempt."
Jonathan Archer Novice Mediator,Y,Personnel,4,,,,,Starfleet,[Cmd][Pa],,Commander: Enterprise.,,Human,Astrometrics Diplomacy Engineer Honor Leadership Officer,6,6,6,"While this personnel is facing a dilemma at your [SF] mission, if there is a dilemma beneath this mission, each random selection made by the faced dilemma is your choice."
Josiah Clarke,N,Personnel,1,,,,,Starfleet,[Stf][Pa],,Dissident. Infiltrator.,,Human,Engineer Intelligence Treachery,4,6,5,
Nadia Myers,N,Personnel,2,,,,,Starfleet,[Stf][Pa],,MACO.,,Human,Astrometrics Engineer Security Transporters,5,6,5,"While you command a completed space mission, this personnel gains Navigation. While you command two completed space missions, this personnel is attributes +2."
Rossi,N,Personnel,2,,,,,Starfleet,[Stf][Pa],,,,Human,Archaeology Geology Medical,4,5,4,"While attempting a [SF] mission, this personnel is attributes +1 for each dilemma beneath this mission (limit +5)."
T'Pol Overbearing Observer,Y,Personnel,3,,,,,Starfleet,[Cmd][Pa],,,,Vulcan,Astrometrics Diplomacy Officer Programming Science,6,7,6,"When your [SF] personnel present is about to be stopped by a dilemma at a [SF] mission, if a dilemma beneath this mission has the same cost as that dilemma, you may discard a card from hand to prevent that."
Fantine Raid Vanguard,Y,Ship,6,,,,,Federation,[Maq],[Cmd],,Condor Class,,,6,6,6,"At the end of your opponent's Play and Draw Cards segment, if he or she spent eight or more counters, you may place a [Maq] personnel from hand aboard this ship."
Subspace Rift *VP,Y,Event,3,,,,,,,,,,,,,,,Plays on a non-headquarters mission. This mission is span 4.
A Private Little War (IDR),N,Dilemma,4,D,,,,,,,,,,,,,,"Randomly select a personnel to be stopped. Unless you have Honor, Medical, Science, and Integrity>32 or Engineer, Security, Treachery, and Strength>32, randomly select a second personnel to be stopped and your opponent may download an equipment."
Dark Page (IDR),N,Dilemma,2,D,,,,,,,,,,,,,,"Choose a personnel who has Anthropology or Exobiology to be stopped. If you cannot, randomly select a personnel to be killed."
In Development (IDR),N,Dilemma,6,D,,,,,,,,,,,,,,"For each headquarters mission you command, this dilemma is cost -1. Randomly select a personnel who has a cost of 2 or less. All your other personnel who have a cost of 2 or less are stopped."
Inhumane Interrogation (IDR),N,Dilemma,4,D,,,,,,,,,,,,,,Randomly select a personnel to be killed. You may destroy an event in your core to prevent this.
Pillage and Plunder (IDR),N,Dilemma,1,P,,,,,,,Persistent.,,,,,,,"Choose a personnel who has Archaeology or Treachery to be stopped. If you cannot, randomly select a personnel to be killed."
Setting the Stage (IDR),N,Dilemma,2,D,,,,,,,,,,,,,,Randomly select nine personnel. All your other personnel are stopped and this dilemma returns to its owner's dilemma pile.
The Clown: Go Away (IDR),N,Dilemma,2,D,,,,,,,,,,,,,,"Place this dilemma on this mission. At the start of each of your turns, if you command no personnel or ships that you own at this mission, remove this dilemma from the game. When personnel begin a mission attempt at this mission, randomly select a personnel to be returned to their owner's hand."
The First Duty (IDR),N,Dilemma,1,S,,,,,,,Persistent.,,,,,,,"Choose a personnel who has Honor or Law to be stopped. If you cannot, randomly select a personnel to be killed."
Hypospray (IDR),N,Equipment,2,,,,,,,,,,,,,,,"When your personnel present is about to be killed by a dilemma, you may stop that personnel and your Medical personnel present to prevent that. You may do this only once each turn."
At What Cost? (IDR),N,Event,0,,,,,,,,,,,,,,,Lose 5 points to spend 7 additional counters this turn. Destroy this event.
Persistent Strike (IDR),N,Event,3,,,,,,,,Maneuver.,,,,,,,"Plays in your core. Order - Begin an engagement involving your Officer personnel. If you win, place this event on an opponent's ship involved. Otherwise, destroy this event. Damage - If this is a non-[Voy] ship, ignore its game text."
Product Placement (IDR),N,Event,0,,,,,,,,,,,,,,,"Discard an equipment, event, or interrupt from hand to spend two additional counters this turn. Destroy this event."
