Name,Unique,Cost,Affiliation,Icons,Keywords,Species,Skills,Integrity,Cunning,Strength,Text
Kromm,N,2,Klingon,[Stf],,Klingon,Navigation Programming Science Security,5,4,7,"While this personnel is aboard your {Vor'cha-class ship}, the first {Assault} or {Maneuver} event you play each turn is cost -1."
Caithlin Dar Innocent Consul,Y,3,Romulan,[Pa],,Romulan,Anthropology Diplomacy Exobiology Honor,0,2,0,Add the cost of the highest cost ship at this mission to this personnel's attributes.
Navok,N,1,Romulan,[Stf],,Romulan,Astrometrics Security,4,5,5,"While this personnel is facing a dilemma, you may discard a [Rom] card from hand to have him gain a skill from your [Rom] personnel at an opponent's mission until the end of that dilemma. You may do this only once each dilemma."
Rasul,N,2,Romulan,[Stf],,Romulan,Anthropology Archaeology Intelligence Programming,4,6,5,"While this personnel is aboard your {D'deridex-class ship}, it is Range +1."
Retaya Chemical Agent,Y,3,Romulan,[Stf],Assassin.,Flaxian,2 Biology Intelligence Science 2 Treachery,2,6,5,"When your opponent is about to fail a mission attempt here, you may discard an event from hand to randomly kill a personnel involved."
Stefan DeSeve Disillusioned Expatriate,Y,1,Romulan,[Stf][TNG],Dissident.,Human,Anthropology Diplomacy Security,4,5,6,"While this personnel is present with a {Dissident} or a [Fed][Cmd] personnel, he is attributes +1."
Tagus,N,2,Romulan,[Stf],,Romulan,Biology Security Treachery,4,5,6,"When your opponent's personnel at this mission is about to gain a skill as a result of paying a cost, prevent that unless he or she discards a card from hand."
Thei Candid Analyst,Y,2,Romulan,[Cmd],,Romulan,Officer Science Transporters,5,6,6,"When your opponent is about to choose one or more personnel here for a dilemma you own, randomly select from all eligible personnel instead."
Varel,N,2,Romulan,[Stf],,Romulan,Engineer Navigation Physics Science,5,6,5,"When you play this personnel, you may download {Escaping Detection}."
Seven of Nine Efficient Analyst *VP,Y,2,Federation,[Stf][Voy],,Borg,Astrometrics Engineer Programming Science,5,7,6,Order - Examine the top two cards of your deck. Replace those cards in any order. Order - Exchange a card in hand with the top card of your deck.
Worf Defiant Commander *VP,Y,4,Federation,[Cmd][DS9],Commander: U.S.S. Defiant.,Klingon,Diplomacy 2 Honor Leadership Officer,8,5,8,Each of your personnel present who has a cost of 4 or more is attributes +1.
Taris Deceitful Subcommander *VP,Y,2,Romulan,[Cmd],Commander: Haakona.,Romulan,Archaeology Leadership Medical Officer Transporters,4,5,6,"When you play this personnel, you may examine an opponent's hand."
Teero Anaydis Misguided Vedek,Y,2,Bajoran,[Cmd][Maq],Vedek.,Bajoran,Anthropology Intelligence Medical Programming Treachery,3,7,6,
Anthwara Steadfast Elder,Y,3,Federation,[Maq],,Human,Anthropology 2 Diplomacy Honor Law Leadership,7,6,3,"When your [Maq] personnel present is about to be killed or placed in an opponent's brig, you may return your event on this mission to its owner's hand to prevent that."
Davidson,N,2,Federation,[Stf][Maq],Infiltrator.,Human,Astrometrics Intelligence Programming Security,4,6,5,"While this personnel is at a Region: Demilitarized Zone mission, he cannot be randomly selected by dilemmas."
Kolopak Bound to Tradition,Y,3,Federation,[Stf][Maq],,Human,Anthropology Biology Geology Honor Leadership,7,5,6,"While this personnel is facing a dilemma at a mission with an event on it, he may gain a skill from a [Maq] personnel in your discard pile until the end of the mission attempt. You may do this only once each turn."
Michael Eddington Changed Man,Y,3,Federation,[Cmd][Maq],,Human,Archaeology Leadership Officer Security,5,6,6,"While this personnel is attempting a mission with an event on it, he cannot be stopped. While this personnel is attempting a Region: Demilitarized Zone mission, he cannot be killed."
Rogers,N,2,Federation,[Stf][Maq],,Human,Engineer Honor Officer,4,4,5,This personnel is attributes +1 for each of your Region: Demilitarized Zone missions with an event on it.
Vance Sympathetic Pilot,Y,2,Federation,[Cmd][Maq],Commander: Fantine.,Human,Astrometrics Diplomacy Engineer Programming,6,5,6,"When you play this personnel, you may download {Not Easily Taken}."
Khan Noonien Singh Superior Sleeper,Y,4,Non-Aligned,[Cmd][Pa],Genetically Enhanced.,Human,Biology Exobiology Leadership Security 2 Treachery,2,8,8,"When you play this personnel, if each of your missions is a planet mission, you may download two cards, then place one of those cards in your discard pile."
Wixiban Old Friend,Y,2,Non-Aligned,[Stf],,Talaxian,Astrometrics,5,4,5,"When you play this personnel, name a region. When this personnel attempts a mission in that region, add the span of that mission to his Cunning and he gains one level of each skill in that mission's requirements. These effects last until the end of the mission attempt."
Danica Erickson Well Read,Y,4,Starfleet,[Stf][Pa],,Human,Anthropology Astrometrics Biology Programming Science Transporters,6,6,5,"When you play this personnel, choose a [SF] mission you command. This personnel is cost -1 for each dilemma beneath that mission."
Hoshi Sato Damaged Linguist,Y,2,Starfleet,[Stf][Pa],,Human,Anthropology Exobiology Geology Programming Science,5,6,5,"When this personnel begins a mission attempt at a Region: Delphic Expanse mission, she may gain a skill from a non-Human present until the end of the mission attempt."
Jonathan Archer Novice Mediator,Y,4,Starfleet,[Cmd][Pa],Commander: Enterprise.,Human,Astrometrics Diplomacy Engineer Honor Leadership Officer,6,6,6,"While this personnel is facing a dilemma at your [SF] mission, if there is a dilemma beneath this mission, each random selection made by the faced dilemma is your choice."
Josiah Clarke,N,1,Starfleet,[Stf][Pa],Dissident. Infiltrator.,Human,Engineer Intelligence Treachery,4,6,5,
Nadia Myers,N,2,Starfleet,[Stf][Pa],MACO.,Human,Astrometrics Engineer Security Transporters,5,6,5,"While you command a completed space mission, this personnel gains Navigation. While you command two completed space missions, this personnel is attributes +2."
Rossi,N,2,Starfleet,[Stf][Pa],,Human,Archaeology Geology Medical,4,5,4,"While attempting a [SF] mission, this personnel is attributes +1 for each dilemma beneath this mission (limit +5)."
T'Pol Overbearing Observer,Y,3,Starfleet,[Cmd][Pa],,Vulcan,Astrometrics Diplomacy Officer Programming Science,6,7,6,"When your [SF] personnel present is about to be stopped by a dilemma at a [SF] mission, if a dilemma beneath this mission has the same cost as that dilemma, you may discard a card from hand to prevent that."
Automated Server (IDR),N,2,Non-Aligned,,Waiter.,Hologram,Anthropology Diplomacy Exobiology Transporters,5,5,4,"While you command three [Fer] personnel, this personnel is attributes +1, gains Acquisition, and becomes [Fer]."
Doran (IDR),N,2,Non-Aligned,,,Hologram,Anthropology Engineer Physics Treachery,3,5,5,"While you command three [Car] personnel, this personnel is attributes +1, gains Archaeology, and becomes [Car]."
Garren (IDR),N,2,Non-Aligned,,,Hologram,Astrometrics Navigation Programming Science,5,5,5,"While you command three [Rom] personnel, this personnel is attributes +1, gains Engineer, and becomes [Rom]."
K'wov (IDR),N,2,Non-Aligned,,,Hologram,Exobiology Navigation Security,4,4,6,"While you command three [Kli] personnel, this personnel is attributes +1, gains Leadership, and becomes [Kli]."
Sumek (IDR),N,2,Non-Aligned,,,Hologram,Geology Honor Medical,6,6,6,"While you command three [Fed] personnel, this personnel gains Biology and Officer, and becomes [Fed]."
Jean-Luc Picard Starship Captain *VP,Y,3,Federation,[Cmd][TNG],Commander: U.S.S. Enterprise-D.,Human,Diplomacy Honor Law Leadership Navigation Officer,8,6,6,"Order - This personnel loses Diplomacy, Law, and Navigation and gains Anthropology, Archaeology, and Science until the end of this turn. You may do this only once each turn."
Odo Bajoran Representative *VP,Y,2,Bajoran,[Cmd][TN],Shape-shifter.,Changeling,Law Leadership Security,6,7,8,"To play this personnel, you must command three non-Dissident [TN] personnel. You may play this personnel at your [HQ] {Mouth of the Wormhole} at cost +5 to do any or all of the following: score 5 points, download an equipment, download {Ruling Council}, download a [TN] card."
Mila Trusted Confidante *VP,Y,2,Cardassian,,Chef. Dissident.,Cardassian,Biology Honor Intelligence Medical,7,5,3,"When an interrupt is played, you may kill this personnel to prevent that interrupt and place it in its owner's discard pile."
Brin,N,2,Bajoran,[Stf],,Bajoran,Archaeology Physics Science Transporters Treachery,3,5,5,"When a card in your discard pile is removed from the game, if this personnel is in your hand, you may place him on your headquarters mission where he could be played."
Sorad,N,1,Bajoran,[DS9],Vedek.,Bajoran,Exobiology Geology Science,6,5,5,
Connectivity Drone,N,1,Borg,[Stf],Drone.,Borg,Engineer Programming Security,5,5,5,
Damar Resourceful Supervisor,Y,2,Cardassian,[Cmd][TN],Gul.,Cardassian,Engineer Intelligence Officer Physics,4,5,6,"When you play this personnel, flip any player's dilemma pile over. Then, remove the top dilemma of each player's dilemma pile from the game."
Danig Kell,N,1,Cardassian,[Cmd],Legate.,Cardassian,Diplomacy Officer Security,5,6,5,
Nidet,N,2,Cardassian,[Stf],,Cardassian,Biology Medical Programming Security,4,5,6,"When you place a personnel an opponent owns in your brig, if this personnel is in your hand, you may place him on your headquarters mission where he could be played."
Greitak,N,1,Dominion,[Stf],,Ochshea,Biology Officer Transporters,6,5,5,
Guna'shan,N,2,Dominion,[Stf],,Jem'Hadar,Geology Physics Security,6,5,8,"When you place an Infiltrator you own aboard an opponent's ship and this personnel is in your hand, you may place him on your headquarters mission where he could be played."
Pimoo,N,2,Dominion,[Stf],,Dosi,Acquisition Anthropology Programming Transporters,6,6,6,"When you play a Commodity event, you may stop this personnel to make that event cost -2."
Jean-Luc Picard Unraveled,Y,2,Federation,[Stf][TNG][AU],Q.,Human,Astrometrics Engineer Physics Science,6,6,6,"When you play this personnel, you may download {Engineering PADD} and/or {Science PADD}."
"Kodos the Executioner ""Anton Karidian""",Y,2,Federation,[TOS][Pa],,Human,Anthropology Biology Leadership Programming 2 Treachery,2,6,5,"You may play this personnel at cost +3 to search your dilemma pile for up to three copies of {The Conscience of the King} and place them on your opponent's missions. Then, shuffle and replace your dilemma pile."
Tuvok Stolid Ensign,Y,2,Federation,[Stf][Voy],,Vulcan,Astrometrics Law Officer Science,6,6,7,You may play this personnel aboard your [TOS] ship.
Benjamin Sisko Grand Proxy,Y,2,Ferengi,[Cmd],Commander: U.S.S. Defiant.,Human,Diplomacy Engineer Leadership Navigation Officer,6,6,6,
Prosar,N,2,Ferengi,[Stf],,Ferengi,Acquisition Astrometrics Biology Science,4,6,4,"When you give command of a Commodity event you own to an opponent, if this personnel is in your hand or beneath your {Ferenginar}, you may place him on your headquarters mission where he could be played."
Filuz,N,1,Klingon,[Stf],High Council Member.,Klingon,Anthropology Intelligence Security Treachery,3,6,5,
Kurn Son of Mogh,Y,2,Klingon,[Cmd],,Klingon,2 Diplomacy Honor Navigation 2 Security,7,5,7,"When you play this personnel, each opponent draws a card."
Ah-Kel,N,2,Non-Aligned,[Stf],Smuggler.,Miradorn,Archaeology Diplomacy Exobiology Medical,5,6,6,"When you play this personnel, you may download {Smuggling Run}."
Allamill,N,1,Non-Aligned,[Stf][Pa],Smuggler.,Alien,Astrometrics Navigation,4,6,6,"When you play this personnel, the next Commodity event you play this turn is cost -2."
Brathaw First Mate,Y,2,Non-Aligned,[Stf][Maq],Smuggler.,Bolian,Anthropology Diplomacy Law Officer,6,6,5,"At the start of your turn, you may discard a card from hand to make this personnel gain a skill required by this mission until the end of this turn."
Dar,N,2,Non-Aligned,,,Hologram,Archaeology Engineer Navigation Transporters,5,5,5,"While you command three [Dom] personnel, this personnel is Cunning +2, Strength +2, and becomes [Dom]."
Hippocrates Noah Visionary Mastermind,Y,3,Non-Aligned,,,Hologram,Acquisition Archaeology Geology Law Leadership 2 Treachery,1,7,6,"When this personnel is killed by a dilemma, each player kills each copy of {Benjamin Sisko} that he or she commands."
Rax'Na,N,2,Non-Aligned,[Stf],Smuggler.,Kressari,Astrometrics Biology Science Security Transporters,4,5,6,"When an opponent's ship moves to this mission, if this personnel is aboard your staffed ship and you command {Smuggling Run}, you may place the ship he is aboard at an opponent's mission."
Rionoj,N,1,Non-Aligned,[Stf],Smuggler.,Boslic,Acquisition Honor Security,5,6,5,
Ro-Kel,N,2,Non-Aligned,[Stf],Smuggler.,Miradorn,Anthropology Geology Law Programming,5,6,6,"While you command {Smuggling Run}, this personnel gains Leadership and Physics."
Verad Rejected Candidate,Y,3,Non-Aligned,[Stf],Thief.,Trill,Exobiology Leadership Programming Treachery,3,5,6,"When you play this personnel, you may search your dilemma pile for up to three copies of {Skeleton Crew} and place them on your opponent's missions. Then, shuffle and replace your dilemma pile."
Zef'No Professional Courier,Y,3,Non-Aligned,[Cmd],Commander: Calondon. Smuggler.,Kressari,Astrometrics Leadership Navigation Programming Security Treachery,3,6,5,"When you score points from {Smuggling Run}, if this personnel used any of his skills, score 5 points."
Vreenak Scornful Senator,Y,2,Romulan,,Senator.,Romulan,Diplomacy Intelligence Law Security,4,6,5,"When you play this personnel, the next event you play this turn is cost -2."
Seska Pragmatic Agent,Y,6,Cardassian,[Cmd][Voy],Infiltrator.,Cardassian,Intelligence 2 Programming 2 Treachery,2,7,5,"When you play this personnel, she is cost -1 for each Treachery personnel you command."
Dukat Dominion Puppet,Y,2,Dominion,[Cmd][TN],Commander: Tenak'talar. Gul.,Cardassian,Leadership Officer Security 2 Treachery,2,6,6,"When you begin a mission attempt involving this personnel, choose a dilemma an opponent owns that has been removed from the game. This personnel gains a skill required by that dilemma until the end of the mission attempt."
Christopher Pike Bold Commander,Y,2,Federation,[Cmd][TOS][Pa],Commander: U.S.S. Enterprise.,Human,Anthropology Diplomacy Leadership Officer Security,6,6,6,You may play this personnel at cost +1 to draw two cards.
Worf Noble Warrior,Y,2,Federation,[Cmd][TNG],Commander: U.S.S. Defiant.,Klingon,2 Honor Officer,8,5,8,"When the ship this personnel is aboard is destroyed, you may place any number of Damage cards your opponents own that were on that ship on an opponent's ship at this mission."
Quark Cordial Host,Y,1,Ferengi,[Stf][DS9],,Ferengi,Acquisition,5,6,5,"When this personnel is facing a dilemma, you may exchange him with a non-Artifact equipment from your deck that has a cost of 2 or less. Then shuffle your deck."
Kamarag Passionate Orator,Y,3,Klingon,[Pa],,Klingon,Archaeology Diplomacy Law Security,6,6,7,"When you play this personnel, name a personnel. When you play an Assault or Maneuver event, if an opponent commands a unique personnel with that title, that event is cost -1."
James Moriarty Awakened Nemesis,Y,3,Non-Aligned,,,Hologram,Leadership 2 Science Treachery,4,9,5,Order - This personnel gains one skill from your captive or a personnel on your Holoprogram. This effect lasts until this order is executed again.
"Ru'afo Reluctant ""Partner""",Y,1,Non-Aligned,[Cmd],Genetically Enhanced.,Son'a,Astrometrics Biology Engineer Leadership 2 Treachery,2,6,6,"To play this personnel, you must command three Treachery personnel."
Shinzon Devious Tactician,Y,1,Romulan,[Cmd],Commander: Scimitar. Infiltrator. Praetor.,Human,Leadership 2 Treachery,1,6,6,"While this personnel is at an opponent's mission, each planet or space dilemma revealed here is cost -1."
Shran Exchange Officer,Y,3,Starfleet,[Cmd][Pa],,Andorian,Diplomacy Engineer Navigation Programming Security,6,5,6,"While this personnel is attempting a mission, your [SF] Human personnel present are Integrity +1."
Martok Soldier of the Empire *VP,Y,4,Klingon,[Cmd],Commander: I.K.S. Rotarran. General. High Council Member.,Klingon,2 Honor 2 Leadership Navigation Officer,8,6,8,Each of your [Kli] ships at this mission is Weapons +1.
Miramanee Loyal Priestess,Y,2,Non-Aligned,[Pa],,Human,Anthropology Honor Law,7,5,4,Order - Kill this personnel to destroy an event on this mission.
Miramanee Loyal Priestess *VAP,Y,2,Non-Aligned,[Pa],,Human,Anthropology Honor Law,7,5,4,Order - Kill this personnel to destroy an event on this mission.
S'rrel *VP,N,2,Federation,[Cmd][TOS][Pa][E],Admiral.,Caitian,Diplomacy Intelligence Officer Programming,5,5,5,"While this personnel is present with your Treachery personnel, he is Strength +2. While this personnel is present with your Honor personnel, he is Integrity +2."
S'rrel,N,2,Federation,[Cmd][TOS][Pa][E],Admiral.,Caitian,Diplomacy Intelligence Officer Programming,5,5,5,"While this personnel is present with your Treachery personnel, he is Strength +2. While this personnel is present with your Honor personnel, he is Integrity +2."
Okala Ahnlo Unsung Hero,Y,1,Bajoran,[Stf],Bajoran Resistance.,Bajoran,Medical Officer Security,5,5,6,"When you win combat involving this personnel, you may take a personnel from your discard pile into hand."
Rota Sevrin Deranged Doctor,Y,5,Non-Aligned,[Stf][Pa],Commander: Aurora.,Tiburonian,Anthropology Engineer 2 Leadership Programming Treachery,3,7,5,"Order - If this personnel is at a non-headquarters mission, you may discard two [NA] cards from hand to randomly select an opponent's non-unique personnel present. You now command that personnel."
Makbar State Jurist,Y,2,Cardassian,,,Cardassian,Anthropology Law Treachery,4,7,4,"When this personnel begins a mission attempt, you may remove a personnel in an opponent's discard pile from the game to make this personnel gain one of the removed personnel's skills until the end of this mission attempt."
Nine of Seventeen Multiplexor Drone,Y,3,Borg,[Stf],Drone.,Borg,Engineer Programming Transporters,5,5,5,"When you win an engagement involving this personnel, the opponent on your left must place the top card of his or her dilemma pile beneath your mission worth 50 or more points."
Zefram Cochrane Breaking History,Y,4,Non-Aligned,[Cmd][Pa][AU],Commander: Phoenix.,Human,Astrometrics 2 Engineer Navigation Programming Treachery,3,7,5,"Order - Discard an [AU] card from hand to begin combat involving this personnel. If you win, randomly select an opponent's non-Human personnel involved to be killed."
Heler,N,3,Bajoran,[Stf],Smuggler.,Bajoran,Astrometrics Transporters Treachery,5,5,6,"When you play this personnel, you may draw a card for each mission you command that requires Strength."
Dolak Offended Neighbor,Y,2,Cardassian,[Cmd],Commander: Kraxon. Gul.,Cardassian,Leadership Physics Programming,5,5,6,"When you win an engagement involving this personnel, the loser discards the top three cards of his or her deck."
Weyoun Shrewd Strategist,Y,2,Dominion,[Cmd][TN],Commander: Tenak'talar.,Vorta,Anthropology Leadership Science 2 Treachery,2,6,4,"When you win an engagement involving this personnel, you may remove the top card of the loser's dilemma pile from the game."
James Morrow Survivor,Y,2,Federation,[Stf][Voy],,Human,Engineer Physics Treachery,4,6,6,"While this personnel is attempting a mission or is involved in an engagement, you may discard a Nucleogenic card from hand to make the ship he is aboard Weapons +2 and Shields +2 until the end of this turn (limit +6)."
L.M.H. Mark I Scintillating Personality,Y,2,Federation,[DS9],,Hologram,Biology Exobiology 2 Medical,5,6,4,
Pavel A. Chekov Experienced Adept,Y,4,Federation,[Stf][TOS][Pa],,Human,Astrometrics Navigation Officer Physics Security,6,5,6,"You may play this personnel at cost -2 to ignore his next ability. When you play this personnel, choose one of your [TOS] ships to be attributes +3 until the end of this turn."
Ralami,N,2,Federation,[Maq],Infiltrator.,Alien,Intelligence Medical 2 Security Treachery,4,6,6,"While you command a [Fed][Maq] ship, you may play this personnel on a planet mission with an event on it."
Valeris Faithless Protegee,Y,3,Federation,[Stf][TOS][Pa][E],,Vulcan,Intelligence Navigation Officer Physics Treachery,3,7,6,"When you play an Admiral at this mission, you may place a Paranoia card from your discard pile on the bottom of its owner's deck."
William T. Riker Facing Apotheosis,Y,2,Federation,[Cmd][TNG],,Human,Anthropology Honor Leadership Navigation Officer,6,6,6,"While this personnel is facing a dilemma, you may discard a Q card from hand to make him lose Honor and gain a skill required by this mission until the end of this mission attempt. You may do this only once each turn."
K'Ehleyr Uncertain Emissary,Y,2,Klingon,[TNG],,Human/Klingon,Anthropology Diplomacy Honor Law,6,5,6,When this personnel is randomly selected by a dilemma each player may draw a card.
Worf Desirous Disciple,Y,3,Klingon,[Cmd],,Klingon,2 Honor Officer Security,8,5,8,Each [Kli] personnel present who does not have a staffing icon is Strength +2.
Ethan Novakovich,N,2,Starfleet,[Stf][Pa],,Human,Biology Exobiology Geology Physics Science,6,5,5,
Malcolm Reed Protocol Pioneer,Y,2,Starfleet,[Stf][Pa],,Human,Officer Physics 2 Programming Security,5,5,6,"When an opponent begins an engagement involving this personnel, choose a dilemma beneath this mission. Add the cost of that dilemma to the Shields of the ship this personnel is aboard until the end of this engagement."
Michael Jonas Crafty Mechanic,Y,2,Federation,[Stf][Maq],,Human,Engineer Physics Transporters Treachery,4,6,6,"When combat or an engagement begins involving this personnel, you may return him to his owner's hand to make each of your [Maq] cards attributes +1 until the end of this turn."
Jim Shimoda Under the Influence,Y,1,Federation,[Stf][TNG],,Human,2 Engineer Programming Transporters,7,6,5,"While this personnel is facing a dilemma, reduce each of his attributes by the cost of that dilemma."
Lwaxana Troi Extraordinary Ambassador *VP,Y,3,Federation,[DS9],,Betazoid,Anthropology Diplomacy Honor 2 Telepathy,7,5,3,"When you play this personnel, she is cost -1 for each non-[Fed] personnel you command."
Neelix Valued Guide *VP,Y,3,Non-Aligned,[Stf][Voy],,Talaxian,Acquisition Anthropology Diplomacy Exobiology Honor Navigation,6,5,5,This personnel is attributes +1 for each of your completed space missions.
Fifth Neonatal Drone *VP,Y,3,Borg,[Stf],Drone.,Borg,Engineer Medical Security,5,5,4,"When you play this personnel, you may return a non-dilemma card on your Decay event to its owner's hand."
Jean-Luc Picard Argo Pilot *VP,Y,4,Federation,[Cmd][TNG],Commander: U.S.S. Enterprise-E.,Human,Archaeology Diplomacy Honor Leadership Navigation Officer,8,6,6,"While this personnel is facing a dilemma, you may discard a card from hand to download {Escape}."
Kerla Military Advisor *VP,Y,3,Klingon,[Cmd][Pa],General.,Klingon,Astrometrics Diplomacy Officer Security,5,5,7,"When you win an engagement involving this personnel, you may place him on the bottom of his owner's deck to choose one of your non-headquarters missions. The player on your left places the top card of his or her dilemma pile beneath that mission."
Miles O'Brien Ill-Equipped Storyteller,Y,3,Bajoran,[Stf][DS9],,Human,Engineer Honor Physics Programming Transporters,7,6,6,"While this personnel is equipped with an Orb, he is Integrity +2 and gains Anthropology."
One Peerless,Y,8,Borg,[Cmd][Fut],Dissident.,Borg,Astrometrics 2 Engineer Exobiology 2 Honor Navigation Physics 2 Programming Security Transporters,9,10,10,"While you command a [Bor] non-Dissident personnel, this personnel loses all of his skills."
Ekoor,N,1,Cardassian,[Stf],Dissident.,Cardassian,Law Security,5,5,6,"When you play this personnel, you may download {Arrest Order}."
Chu'lak Calculating Killer,Y,3,Federation,[Cmd][DS9],Assassin.,Vulcan,Physics Science Transporters,4,7,7,"When you play this personnel, you may download a Hand Weapon. While this personnel is equipped with a Hand Weapon, he gains 2 Treachery."
Reginald Barclay Exceeding Limits,Y,6,Federation,[Cmd][TNG],Commander: U.S.S. Enterprise-D.,Human,2 Astrometrics 2 Engineer 2 Navigation 2 Physics 2 Programming,5,11,1,
Ro Laren Proven Expert,Y,2,Federation,[Stf][TNG],,Bajoran,Anthropology Astrometrics Navigation Programming Security,4,5,5,Order - Name a card. This personnel is attributes +1 for each copy of that card in an opponent's discard pile. This effect lasts until this order is executed again.
"Jean-Luc Picard ""Hero of Maxia""",Y,3,Ferengi,[Cmd],Commander: U.S.S. Stargazer.,Human,Honor Leadership 2 Navigation Physics,8,6,6,"While this personnel is aboard your ship at an opponent's mission, add the number of cards beneath your {Ferenginar} to each of that mission's attribute requirements."
Nog Drill Instructor,Y,2,Ferengi,[Stf][DS9],,Ferengi,Engineer Medical Physics Programming Security,6,6,5,Order - Discard an equipment from beneath your {Ferenginar} to place a captive you command at your headquarters mission. You may do this only once each turn.
Fek'lhr Diabolical Warden,Y,1,Klingon,[AU],,Beast,2 Honor 2 Treachery,5,4,10,"To play this personnel, you must remove three Klingon personnel in your discard pile from the game."
Molly O'Brien Time's Orphan,Y,1,Non-Aligned,[AU],,Human,Honor,6,4,6,"When your opponent plays an interrupt without paying a cost, you may remove this personnel from the game to prevent that interrupt and place it in its owner's discard pile."
Seven of Nine Immersed in Chaos,Y,2,Non-Aligned,,Admiral. Assassin. Cadet. Dabo Girl. Dissident. Gatherer. General. High Council Member. Infiltrator. Senator. Smuggler. Thief. Waiter.,Borg,Acquisition Astrometrics Honor Officer,6,7,6,
Reginald Barclay Exceeding Limits *VP,Y,6,Federation,[Cmd][TNG],Commander: U.S.S. Enterprise-D.,Human,2 Astrometrics 2 Engineer 2 Navigation 2 Physics 2 Programming,5,11,1,
Data Masquerading Monarch,Y,3,Federation,[TNG],,Android,Anthropology Diplomacy Honor Leadership Programming,6,6,6,This personnel is Cunning +1 and Strength +1 for each different non-unique personnel present (limit +4).
Jadzia Dax Conversant Veteran,Y,2,Federation,[DS9],Host.,Trill,Leadership Science Security,5,7,7,"When this personnel is about to be captured or killed, you may stop her to prevent that."
James T. Kirk Organizing Crime,Y,2,Federation,[TOS][Pa],Thief.,Human,Acquisition Anthropology Leadership,6,6,6,"You may play this personnel at cost +1 to have him gain [Cmd] and Commander: {U.S.S. Enterprise} until the end of this turn. When an opponent scores any number of points, draw a card for every 5 points scored."
Charles Tucker III Horse Trader,Y,3,Starfleet,[Pa],,Human,Anthropology Engineer Honor Security,6,6,6,"When you play this personnel, you may download a non-Artifact equipment. Order - Place your equipment present on the bottom of its owner's deck to draw two cards. You may do this only once each turn."
Arctus Baran Mercenary Captain *VP,Y,2,Non-Aligned,[Cmd],Commander: Fortune. Smuggler. Thief.,Alien,Archaeology Biology Officer Treachery,2,5,6,"While this personnel is facing a dilemma, you may discard a card from hand to download {Shady Resources}."
Santos Squad Leader *VP,Y,2,Federation,[Cmd][Maq],,Human,Leadership Medical Navigation Transporters,4,5,6,"While this personnel is attempting a mission, you may destroy your event to add that event's cost to this personnel's attributes until the end of that mission attempt."
B-4 Dangerous Simpleton *VP,Y,2,Non-Aligned,,Infiltrator.,Android,Programming,4,2,10,"While this personnel is attempting a mission, you may reveal three Androids from hand to make him Cunning +7 and gain Intelligence and Treachery. These effects last until the end of the mission attempt. You may only do this once each turn."
Purification Drone,N,1,Borg,[Stf],Drone.,Borg,Geology Physics Science,5,5,5,"At the start of your first turn, if you command {Unicomplex}, you may discard this card from hand to draw a card for each of your missions worth 50 or more points."
Surjak,N,0,Cardassian,[Cmd][TN][Pa],,Cardassian,Archaeology Intelligence Law Security Treachery,4,6,6,"To play this personnel, kill one of your Bajoran personnel."
Ishka Opportunistic Hostage,Y,3,Dominion,,,Ferengi,2 Acquisition Anthropology Diplomacy Medical,6,7,2,"While this personnel is on a planet or aboard a ship, if you command {Ferenginar}, you may play [Fer] personnel on that planet or ship."
Keevan Pragmatic Captor,Y,3,Dominion,[Cmd][TN],,Vorta,2 Diplomacy Navigation 2 Treachery,2,6,3,"Cards you own cannot make this personnel leave an opponent's brig. Order - If you have no captives and command six [TN] personnel, place this personnel in your opponent's brig to name a personnel. That opponent places each copy of that personnel he or she commands in your brig."
Remata'Klan Steadfast Sentinel,Y,3,Dominion,[Cmd][TN],,Jem'Hadar,Honor Leadership Officer Security,7,6,8,"When an opponent plays an event or interrupt, you may place your captive he or she owns on his or her ship or headquarters mission to prevent that event or interrupt and place it in its owner's discard pile."
Gant,N,2,Ferengi,[Stf],,Ferengi,Acquisition 2 Law Security,5,6,5,"When an opponent plays an interrupt, if you do not command a completed mission, you may place this personnel beneath your {Ferenginar} to prevent that interrupt and shuffle it into its owner's deck."
Levin,N,1,Ferengi,[Stf],Smuggler.,Ferengi,Archaeology Biology Medical,4,6,4,"At the start of your first turn, if you command {Ferenginar}, you may discard this card from hand to download a non-Artifact Commodity event."
Ortakin,N,1,Klingon,[Cmd],,Klingon,Biology Medical Transporters Treachery,3,6,6,"At the start of your first turn, if you command {Qo'noS}, you may discard this card from hand to draw a card for each non-headquarters mission you command that requires Treachery."
Olamu,N,2,Non-Aligned,,,Hologram,Archaeology Law Leadership Officer,6,5,4,"While you command three [Baj] personnel, this personnel is attributes +1, gains Diplomacy, and becomes [Baj]."
Qatai Determined Hunter,Y,3,Non-Aligned,[Cmd],,Alien,Exobiology Leadership Navigation Physics Security Transporters,5,6,6,"While an opponent commands a completed mission, this personnel cannot be killed by dilemmas. While an opponent commands two completed missions, this personnel cannot be stopped by dilemmas."
Rodriguez,N,4,Non-Aligned,[Stf][Pa],Genetically Enhanced.,Human,Archaeology Diplomacy Geology,4,8,7,"When you play this personnel, if you command {Khan Noonien Singh}, he is cost -2."
Sfreett Deadly Flower,Y,1,Non-Aligned,[Pa],,Kzinti,Acquisition Anthropology Diplomacy,5,6,6,"While this personnel is present with a [Fed] personnel, a [Kli] personnel, and a [Rom] personnel, she gains Diplomacy, Security, and Treachery and cannot be stopped by dilemmas."
